"the_geom","DEVELOPMENT","TDS_NUM","BOROUGH"
"MULTIPOLYGON (((-73.97437305049439 40.72421149301649, -73.9743398533767 40.72420987911464, -73.97430659741018 40.72421047413895, -73.97427353589451 40.72421327094229, -73.97424091976833 40.72421824886927, -73.9742089987911 40.72422537195566, -73.97417801562996 40.72423458442506, -73.97414820467185 40.72424581429002, -73.97411979557442 40.724258979656426, -73.97409460920736 40.72427299762286, -73.97364766286073 40.72408378835275, -73.97430022721193 40.723043625160635, -73.97585331814909 40.72369787431607, -73.97511613486353 40.72470802119081, -73.97471128649245 40.72453102435057, -73.9747134065282 40.7245057673339, -73.97471262544886 40.724480466455525, -73.97470894910381 40.72445531352536, -73.97470240583085 40.72443049945676, -73.97469304290743 40.72440621426785, -73.97468093483599 40.72438264257774, -73.97466617269205 40.72435996360781, -73.97464886767493 40.72433834937848, -73.97462915229325 40.72431796381052, -73.97460717799434 40.72429896452526, -73.97458310925137 40.72428149473834, -73.97455713303046 40.72426568596478, -73.97452944221885 40.72425166161489, -73.97450025101546 40.72423952439382, -73.97446978072418 40.7242293707033, -73.97443826330904 40.72422127533667, -73.97440593783989 40.72421530048074, -73.97437305049439 40.72421149301649)), ((-73.97225288416433 40.72619438287397, -73.97241067923201 40.72589796781602, -73.97344520438627 40.72426706571038, -73.97392135104404 40.724467943973266, -73.9739170086987 40.7244939578004, -73.973917247302 40.7245133665295, -73.9739187157729 40.72452961745139, -73.9739212284781 40.72454522294464, -73.97392590103384 40.724564665996546, -73.97393233133077 40.724584073425916, -73.97393875727572 40.724599486195046, -73.9739475733725 40.72461702740781, -73.97395688734422 40.72463268576782, -73.97396577267304 40.724645735255095, -73.9739757434265 40.724658759772424, -73.97398685998786 40.724671717009734, -73.97399642471531 40.72468181117684, -73.97400476985874 40.72468995276376, -73.97400673874454 40.724691790247014, -73.9740098127839 40.72469460233056, -73.9740211152468 40.72470438261006, -73.97403373622666 40.72471436489999, -73.97404376840957 40.72472168109743, -73.97405716625128 40.72473069551249, -73.9740726400603 40.72474014353826, -73.97408370720477 40.72474633432878, -73.97409503605736 40.724752220805165, -73.97410716981848 40.72475805613245, -73.97411821852492 40.724762973595624, -73.97413056919333 40.72476805074062, -73.97414404079217 40.72477311372754, -73.97416055419731 40.7247786762778, -73.97417493277737 40.72478297583297, -73.97419262073657 40.72478760481394, -73.97421804713278 40.72479304778456, -73.97424161581598 40.72479687572109, -73.9742613642302 40.724799217859314, -73.97427974466764 40.724800706005574, -73.97430157450484 40.72480161949367, -73.97432164576801 40.72480165008663, -73.97433701811717 40.724801148328034, -73.97435236815247 40.724800190004544, -73.9743682545829 40.72479871400561, -73.97438407373299 40.72479674721193, -73.97440377928658 40.72479358720512, -73.97442269676745 40.7247897894592, -73.97444156719298 40.7247852271676, -73.97446734776757 40.72477767221217, -73.97449333495321 40.72476839102103, -73.97451587068949 40.72475884791202, -73.9745421303744 40.7247457549146, -73.97455812507033 40.72473658496297, -73.9749764599057 40.7249130683762, -73.97394137420473 40.72633737298519, -73.97330939282553 40.726072390326266, -73.97313360053676 40.72631427839178, -73.97376558351161 40.726579261106245, -73.97362666945997 40.72677040291923, -73.97225288416433 40.72619438287397)))","RIIS","018","MANHATTAN"
"MULTIPOLYGON (((-73.97430022721193 40.723043625160635, -73.97436600999549 40.722937950639434, -73.97441447141276 40.722860102474755, -73.97447254020788 40.72275743747923, -73.97452684530874 40.7226537441391, -73.9745773428914 40.722549139516225, -73.97459990003074 40.72250007213272, -73.97464264922377 40.722399152455196, -73.97468100634622 40.72229705933143, -73.97471488017894 40.72219405479392, -73.974744072854 40.72209073133833, -73.97476745018997 40.7220066567916, -73.97478794452091 40.72192174143249, -73.97480540181466 40.721836444488716, -73.97482284460143 40.72173303468909, -73.9767077254211 40.72252705315477, -73.97585331814909 40.72369787431607, -73.97430022721193 40.723043625160635)))","RIIS II","019","MANHATTAN"
"MULTIPOLYGON (((-73.95719677988679 40.767006818315814, -73.95712205942255 40.76697516483734, -73.95686360630833 40.76686567695498, -73.95704684928559 40.76661569079863, -73.95745627099522 40.76678913207324, -73.95727302907754 40.76703911887437, -73.95719677988679 40.767006818315814)))","ROBBINS PLAZA","218","MANHATTAN"
"MULTIPOLYGON (((-73.9370226968318 40.69235481829079, -73.93784368708738 40.692260516236104, -73.93789859371199 40.69254516027314, -73.93795267309075 40.69282550837982, -73.9371322518556 40.69292017442652, -73.9370226968318 40.69235481829079)), ((-73.93719025028618 40.693100045768716, -73.9398560516987 40.69279126464762, -73.9399708987349 40.693348608037184, -73.937299110634 40.69365458074716, -73.93719025028618 40.693100045768716)), ((-73.93472968670467 40.693939956600076, -73.9347028281478 40.69380424935824, -73.9343462596228 40.69384523686538, -73.93426631184701 40.693441275097776, -73.93694270281439 40.693132882686776, -73.93705208116329 40.693672973952104, -73.93472968670467 40.693939956600076)))","ROOSEVELT I","135","BROOKLYN"
"MULTIPOLYGON (((-73.93451681964714 40.694716545239835, -73.9344066794339 40.694166662615054, -73.93556042856308 40.69403281288213, -73.93561494224824 40.694312700319315, -73.93598327633245 40.694270349350084, -73.93600338086496 40.694268038108376, -73.93635995063934 40.694227038265495, -73.93630528673162 40.69394639376509, -73.93709621942733 40.69385462345978, -73.937203934087 40.69440758105067, -73.93603616021807 40.69454186000099, -73.93451681964714 40.694716545239835)), ((-73.933994034519 40.69477946890884, -73.93393813971389 40.694501709637066, -73.9338630989383 40.69451029525373, -73.93385140113817 40.69445216041817, -73.93390682943644 40.69444581843233, -73.93389557898242 40.694389914428285, -73.93391519256313 40.69438767080788, -73.93388354396046 40.694230394245054, -73.93417774448034 40.69419672790931, -73.93428829510239 40.69474608328579, -73.933994034519 40.69477946890884)))","ROOSEVELT II","177","BROOKLYN"
"MULTIPOLYGON (((-73.99030805256618 40.711246439980414, -73.99035888868814 40.71159755609359, -73.99043595880624 40.71159128416158, -73.9904357779228 40.71159002883464, -73.9905275960058 40.711582557684785, -73.99056425690493 40.711835782508885, -73.99093364284931 40.71180572432958, -73.99089695219888 40.71155222406363, -73.99099020213406 40.71154463649216, -73.9909801370743 40.711475100965934, -73.99107338570867 40.71146751242642, -73.99102883820538 40.71115984045515, -73.99110467163516 40.711158319974174, -73.9918946112486 40.71104536870267, -73.99197396249015 40.711311907443346, -73.99203349888113 40.71170935829823, -73.99205433012767 40.711863121040984, -73.9921265793466 40.71236580817058, -73.99010454510109 40.71253035641274, -73.99003473112775 40.71203518389681, -73.99001145712234 40.71188165831462, -73.98992826380966 40.71132245641375, -73.99030805256618 40.711246439980414)))","RUTGERS","099","MANHATTAN"
"MULTIPOLYGON (((-73.90928526818897 40.81579938116355, -73.91007702117969 40.813582438908576, -73.91079738973883 40.813728755750304, -73.91006536754196 40.81579651096446, -73.90928526818897 40.81579938116355)), ((-73.90740545370976 40.81775245391251, -73.90668179979869 40.81757929834149, -73.9064597317155 40.81811607850855, -73.90639081328968 40.818099586705664, -73.90672214986373 40.81729867484776, -73.90682195439553 40.817240511388455, -73.90869448989011 40.816149183090765, -73.90906066152485 40.816083295831454, -73.9097469374408 40.81607162252384, -73.90928027867167 40.817199786441236, -73.90892794591441 40.81711548779945, -73.90889735877946 40.8171894331741, -73.90887734034682 40.817237825380765, -73.90885869783212 40.81728289403585, -73.90883848787428 40.817331749839546, -73.90881978584929 40.81737695891822, -73.9087987314659 40.81742785907559, -73.90878039091699 40.81747219495055, -73.90876005478076 40.81752135770907, -73.90874156433394 40.81756605635914, -73.90872111159486 40.81761549997272, -73.9087026508284 40.81766012569923, -73.90868214213813 40.81770970343493, -73.90866355287584 40.81775464242553, -73.90864295255777 40.8178044389017, -73.90862494835342 40.817847967270396, -73.90860432538243 40.817897817750804, -73.90858531977489 40.81794376135243, -73.90856507611085 40.817992701723114, -73.9085467780678 40.81803693133231, -73.90852639639442 40.818086202969205, -73.90850784022463 40.81813105911274, -73.90848821843659 40.81817849523171, -73.90846794490398 40.818227503097475, -73.90843733296695 40.8183015014471, -73.90843995284878 40.81830212847236, -73.90833163314426 40.81856397356529, -73.90718339207156 40.818289235458984, -73.90740545370976 40.81775245391251)))","SAINT MARY'S PARK","093","BRONX"
"MULTIPOLYGON (((-73.9467624079411 40.811510281982585, -73.94751484846324 40.81047918425938, -73.94998323282854 40.81152074273574, -73.94923081877258 40.81255185639423, -73.94792986588898 40.81200291460041, -73.9467624079411 40.811510281982585)), ((-73.9483378299833 40.81377556798494, -73.9458693889263 40.812733974661846, -73.94646185970525 40.81192212498163, -73.94670757670966 40.812025813156296, -73.94686850938297 40.81209372191586, -73.94705101072437 40.81217073268154, -73.94722796301615 40.81192825308055, -73.94755218824658 40.81206506594734, -73.94783827071818 40.81218578226423, -73.94769605719375 40.812380334266244, -73.94778947572495 40.81241975356469, -73.9477630264984 40.81245593798264, -73.94812050051529 40.812606777839534, -73.94812355170637 40.81274610778594, -73.9480690819479 40.81274679645845, -73.94807156656478 40.81286022063704, -73.94814048443227 40.812859349358554, -73.94814224357458 40.81293962049301, -73.94836413288444 40.81293681507742, -73.9483641923867 40.81293955982019, -73.94841147502615 40.81293896144425, -73.9484095083735 40.8128492214903, -73.94839498806098 40.81284940499696, -73.94839120022704 40.81267651138826, -73.94843661605509 40.81269567448417, -73.9484673446324 40.81265363499028, -73.94848812541493 40.81266240431642, -73.94854528739982 40.812584203624006, -73.94854740350941 40.812585096961584, -73.9486033195644 40.81250860032526, -73.94910722747636 40.81272122330376, -73.9483378299833 40.81377556798494)))","SAINT NICHOLAS","038","MANHATTAN"
"MULTIPOLYGON (((-73.92268112946174 40.845591727476055, -73.923839338583 40.84610483239697, -73.92320233350907 40.84736726529206, -73.92311634541485 40.84752473205344, -73.92128790934946 40.84709707881741, -73.92084344814025 40.84692372343483, -73.92268112946174 40.845591727476055)))","SEDGWICK","045","BRONX"
"MULTIPOLYGON (((-73.98440713825836 40.71686647107503, -73.98460570925984 40.7164896090928, -73.98561358407805 40.71679454772418, -73.98541886051797 40.71717252584731, -73.98440713825836 40.71686647107503)), ((-73.98800198592063 40.71735986717056, -73.98839767202229 40.71659519365567, -73.98897348645632 40.71677025358292, -73.98857843318075 40.7175349930574, -73.98800198592063 40.71735986717056)))","SEWARD PARK EXTENSION","192","MANHATTAN"
"MULTIPOLYGON (((-73.9379195114564 40.5942057477091, -73.94051200578647 40.59392400810234, -73.94087408559902 40.59582530963261, -73.93828339748234 40.5961120427582, -73.9379195114564 40.5942057477091)), ((-73.93832330232694 40.59632784385992, -73.94091461356209 40.59604309941162, -73.94132820446282 40.59821734697923, -73.93873632471299 40.59850246424502, -73.93832330232694 40.59632784385992)))","SHEEPSHEAD BAY","036","BROOKLYN"
"MULTIPOLYGON (((-73.79844799849545 40.70657322305601, -73.79838286949806 40.70646853954513, -73.79833209337033 40.70638692709005, -73.79832421046774 40.70637425745907, -73.79874867621636 40.7062207936908, -73.79900949814909 40.70664604873985, -73.79859194814486 40.70680459095521, -73.79844799849545 40.70657322305601)))","SHELTON HOUSE","279","QUEENS"
"MULTIPOLYGON (((-73.99693010018342 40.71130808409627, -73.99748152858278 40.71122424281873, -73.99744394147253 40.711086455736364, -73.99758976213343 40.71107434791222, -73.99834828788333 40.71101136336059, -73.99821153656711 40.710428510183924, -73.99810411681337 40.70997066171137, -73.99662941741175 40.7101856429674, -73.99639582755667 40.709313628816744, -73.99917789220507 40.70887001312953, -74.00089272867942 40.71023827508539, -74.00049542799918 40.710786764235166, -73.99955128575985 40.71169321676661, -73.99709810160246 40.711935213127894, -73.99693010018342 40.71130808409627)))","SMITH","027","MANHATTAN"
"MULTIPOLYGON (((-73.86846796093737 40.82728441783361, -73.8680002440351 40.82527623043081, -73.86971826387894 40.82502154541736, -73.87166139827788 40.82685337532963, -73.87020191742633 40.82705038409238, -73.87012023789056 40.826690308860684, -73.87012476292118 40.826686012286444, -73.87012903335803 40.82668157044549, -73.8701330456297 40.826676991438106, -73.87013679023828 40.826672282457686, -73.87014025886423 40.826667454300846, -73.8701434479335 40.82666251596861, -73.87014634913237 40.826657475556125, -73.87014895651212 40.82665234386237, -73.87015126649926 40.82664712988867, -73.87015327433026 40.826641844435514, -73.87015497524486 40.82663649740299, -73.87015636685034 40.826631099594316, -73.87015744557341 40.826625660010606, -73.87015821139069 40.826620190358234, -73.87015866072858 40.826614699637844, -73.87015879475004 40.82660919955762, -73.87015860987718 40.82660370091953, -73.8701581096474 40.82659821363252, -73.87015729522695 40.82659274760372, -73.87015616540937 40.82658731363774, -73.87015472373002 40.82658192254428, -73.87015297253862 40.82657658513215, -73.87015091655965 40.826571310411445, -73.87014855814142 40.8265661100914, -73.8701459031954 40.826560992283085, -73.87014295644398 40.82655596689728, -73.87013972260826 40.82655104474516, -73.87013620878166 40.82654623573999, -73.87013242087767 40.826541547092816, -73.87012836717487 40.82653698871798, -73.87012405358169 40.82653257052769, -73.87011949194007 40.826528298838745, -73.87011468578936 40.82652418266007, -73.8701096493388 40.82652023011216, -73.87010438968585 40.82651644930732, -73.87009891748698 40.8265128465613, -73.87009324221378 40.82650942818775, -73.87008737688906 40.82650620320663, -73.87008132980168 40.82650317612956, -73.87007511635238 40.826500352376904, -73.87006874482871 40.82649773736091, -73.87006222826065 40.82649533649948, -73.87005558086432 40.82649315431047, -73.87004881330051 40.826491195309, -73.87004194097139 40.826489464014664, -73.87003497454232 40.826487962240144, -73.87002792823365 40.82648669270345, -73.87002081507819 40.826485659020825, -73.87001365048548 40.82648486211042, -73.87000644630598 40.8264843037866, -73.86999921557727 40.82648398586449, -73.86999197489322 40.82648390926405, -73.86998473729732 40.82648407219863, -73.86997751464291 40.82648447558217, -73.86997032352592 40.82648511943308, -73.86996317462071 40.82648600106211, -73.86995608452789 40.8264871186873, -73.86994906510319 40.82648847142113, -73.86994213057757 40.82649005657835, -73.86993529399801 40.82649187057163, -73.8699285672279 40.82649390891204, -73.86992196568201 40.82649616981596, -73.86991550004149 40.82649864699177, -73.86990918335391 40.826501336852395, -73.86990302748366 40.82650423400822, -73.86989704548043 40.826507333971676, -73.86989124565793 40.82651062864735, -73.86988564225214 40.82651411264861, -73.86988024475939 40.82651777968285, -73.86987506386083 40.826521623458376, -73.86987010905814 40.826525634981394, -73.86986538984893 40.82652980705803, -73.86986091454565 40.82653413249409, -73.86985669383486 40.82653860229696, -73.86985273366032 40.82654320836834, -73.86984904233931 40.82654794081288, -73.86984562818603 40.8265527915347, -73.86984249714523 40.826557751536285, -73.86983965279325 40.82656281091584, -73.86983710344727 40.826567959777655, -73.8698348526852 40.82657318731948, -73.86983290526332 40.82657848634267, -73.86983126476387 40.82658384334415, -73.86982993475776 40.82658925112395, -73.86982891645516 40.826594697076374, -73.86982821343022 40.8266001722006, -73.86982782570583 40.82660566479031, -73.86982775567233 40.82661116494233, -73.86982800216383 40.826616662750155, -73.86982856401595 40.82662214740653, -73.86982944243566 40.82662760810692, -73.86983063270367 40.8266330331395, -73.86983213602184 40.826638414400946, -73.86983394648347 40.826643741078925, -73.86983606292657 40.82664900146541, -73.86983847943932 40.826654187449655, -73.8698411924887 40.82665928732051, -73.86984419734854 40.82666429296873, -73.86984748692704 40.8266691935801, -73.86985105531816 40.82667397834199, -73.86985489541833 40.82667864274408, -73.8698590013244 40.826683174172416, -73.86986336475412 40.82668756451348, -73.86986797505234 40.8266918065509, -73.86987282631131 40.826695890372584, -73.86987790787393 40.82669980966339, -73.86988321027214 40.82670355630757, -73.86988872403693 40.82670712309096, -73.86989443732554 40.82671050369648, -73.86990034066977 40.82671369000906, -73.86990641985119 40.82671667841021, -73.86955454907466 40.826765837029065, -73.86963875094585 40.82712639817755, -73.86846796093737 40.82728441783361)), ((-73.86506445799526 40.825666697994556, -73.86746901622409 40.82534226236512, -73.86793319355364 40.82734903768782, -73.86710959183688 40.82745918034952, -73.86552791752119 40.82767068338971, -73.86506445799526 40.825666697994556)), ((-73.86348962942125 40.82745606863543, -73.8634610875207 40.82745384123643, -73.86343555647713 40.82745521397786, -73.86308074805517 40.82592389362781, -73.864368992678 40.82575184530768, -73.86439592759683 40.82586808155054, -73.86481935235788 40.82581152863604, -73.86525958254698 40.82771500867425, -73.86366156205136 40.82793135671545, -73.86359503850453 40.827654741074575, -73.86360656570031 40.82763994424784, -73.86361409138978 40.827626538456656, -73.86362050806818 40.82760936547808, -73.86362383707565 40.82759020055229, -73.86362338422556 40.82757111039747, -73.86361868150448 40.827550815755934, -73.86360978517749 40.82753136532204, -73.86359560425554 40.82751177086085, -73.86357663014373 40.8274934701439, -73.8635542800067 40.82747794976327, -73.86352527920569 40.82746479251449, -73.86348962942125 40.82745606863543)))","SOTOMAYOR HOUSES","067","BRONX"
"MULTIPOLYGON (((-73.86582455501559 40.816505478487585, -73.86544167803895 40.814851159746674, -73.86659956240702 40.81469848855512, -73.86667588090468 40.81474652385116, -73.86694241407719 40.81480254196128, -73.86701205199633 40.81481717795545, -73.8670108074439 40.815439988858806, -73.86765401081676 40.8154407289553, -73.8676534373676 40.815464458219104, -73.86780714548166 40.815463960979095, -73.86803864214812 40.815588189609294, -73.86812115444802 40.81571584044647, -73.86851314444768 40.81575760928362, -73.86851232126017 40.816145459078875, -73.86582455501559 40.816505478487585)), ((-73.86941032867438 40.8165814696261, -73.86949836445062 40.81657810598722, -73.86955621115656 40.81658063971007, -73.86963567322184 40.81658781469726, -73.86970155029273 40.81659882120481, -73.86978418031993 40.816622535509595, -73.87013645432899 40.81811524559334, -73.86630168181371 40.81863459308371, -73.86592987951562 40.817039281918284, -73.86929129299374 40.816586540522295, -73.8693627653817 40.81658264762684, -73.86941032867438 40.8165814696261)))","SOUNDVIEW","071","BRONX"
"MULTIPOLYGON (((-74.0801109342032 40.594016245665046, -74.08082911468354 40.59514394693943, -74.08076103138771 40.59516902754829, -74.08122198641122 40.595892808752346, -74.07955419629332 40.596507167639636, -74.07873654389017 40.59680834963636, -74.07733645905371 40.59459098444293, -74.07806183109348 40.5943483406166, -74.07808326182592 40.5943412263322, -74.07813421706868 40.59432430959012, -74.07815742737914 40.59431660333873, -74.07817244470164 40.59431161773352, -74.07819686304937 40.59430351082006, -74.07821169818477 40.5942993168936, -74.07824201833493 40.594292061450524, -74.07827754169618 40.59428529954395, -74.0782964894536 40.594282431076586, -74.0783229750063 40.59427925669401, -74.07833977870813 40.59427746940808, -74.07835788524648 40.5942765313252, -74.07838511287483 40.59427553748927, -74.0784121065667 40.59427552447626, -74.07844812899982 40.59427729283207, -74.07849050221718 40.59428096684847, -74.07886718845683 40.59434743950498, -74.07891493783278 40.59435593287692, -74.07894474130981 40.59436035108455, -74.07895623729227 40.594361612923976, -74.07897257456523 40.59436299030427, -74.07899218964482 40.59436400612043, -74.07900591487252 40.594364307365296, -74.07902887875385 40.59436406014036, -74.07904703028554 40.594363196661384, -74.07906919012159 40.59436133534344, -74.07909088470029 40.59435864045713, -74.0791105585672 40.594355430958025, -74.07912112919901 40.59435339840384, -74.07914625316666 40.59434766998494, -74.0791889648862 40.594332884587374, -74.0801109342032 40.594016245665046)))","SOUTH BEACH","035","STATEN ISLAND"
"MULTIPOLYGON (((-73.79306852211202 40.69386722763345, -73.79365138896497 40.693620660391026, -73.79474766050065 40.695119124860454, -73.79416424028891 40.695364953709806, -73.79306852211202 40.69386722763345)), ((-73.79600808116771 40.697902079385415, -73.79524264347482 40.69685807887125, -73.79476237458483 40.69706140798302, -73.79370755058679 40.69561760760565, -73.79419791936083 40.69541099063858, -73.79418476159148 40.695393004534445, -73.79476818433892 40.69514717558625, -73.79644004160438 40.69743224055857, -73.79632568493761 40.697480426506324, -73.79630367275543 40.69749372057264, -73.79627806669743 40.697516491594804, -73.79626035429756 40.697545613507536, -73.79625645430079 40.697567762870015, -73.79625716041645 40.69758758715211, -73.79626170120193 40.69760625295652, -73.79627389708396 40.69762726374394, -73.79628611078162 40.69764244642973, -73.79630345318277 40.69765581735059, -73.79632392228554 40.697667785396746, -73.79634681229257 40.69767700484953, -73.79637031554358 40.69768301054458, -73.79639265999886 40.69768529505909, -73.79641194452778 40.697685329173105, -73.79642436594423 40.69768442181325, -73.79643558851257 40.69768360868697, -73.79644481754207 40.69768275691362, -73.79645031331415 40.69768356268847, -73.79645752210423 40.697685992419096, -73.79646239448506 40.69768985163705, -73.79646572674326 40.697694362805436, -73.7964678136789 40.69769868896696, -73.79646911409216 40.6977033073054, -73.79646916711764 40.69770337853994, -73.79600808116771 40.697902079385415)))","SOUTH JAMAICA I","008","QUEENS"
"MULTIPOLYGON (((-73.79217094667999 40.693980263855074, -73.79113682704453 40.69256225560887, -73.79230251465673 40.69206993814817, -73.79232639284986 40.692102191779625, -73.79235413623306 40.69209150409351, -73.79256105123086 40.69227052691522, -73.79312666062502 40.69289322938572, -73.7935061885345 40.69341937071435, -73.79363297373227 40.69359548858556, -73.79365138896497 40.693620660391026, -73.79306852211202 40.69386722763345, -73.79292078480285 40.69366528338929, -73.79217094667999 40.693980263855074)), ((-73.79230424640684 40.694165374884456, -73.79288419447332 40.693916767492865, -73.79391239057892 40.69532932347969, -73.79333504095442 40.69557588751497, -73.79230424640684 40.694165374884456)), ((-73.79344604713027 40.69572779116811, -73.79370755058679 40.69561760760565, -73.79476237458483 40.69706140798302, -73.7945011522881 40.697171998762215, -73.79344604713027 40.69572779116811)), ((-73.79645031331415 40.69768356268847, -73.79644481754207 40.69768275691362, -73.79643558851257 40.69768360868697, -73.79642436594423 40.69768442181325, -73.79641194452778 40.697685329173105, -73.79639265999886 40.69768529505909, -73.79637031554358 40.69768301054458, -73.79634681229257 40.69767700484953, -73.79632392228554 40.697667785396746, -73.79630345318277 40.69765581735059, -73.79628611078162 40.69764244642973, -73.79627389708396 40.69762726374394, -73.79626170120193 40.69760625295652, -73.79625716041645 40.69758758715211, -73.79625645430079 40.697567762870015, -73.79626035429756 40.697545613507536, -73.79627806669743 40.697516491594804, -73.79630367275543 40.69749372057264, -73.79632568493761 40.697480426506324, -73.79644004160438 40.69743224055857, -73.79652526630353 40.69754871976303, -73.79705780753555 40.6982765474163, -73.79648885727201 40.698557768605134, -73.79600808116771 40.697902079385415, -73.79646916711764 40.69770337853994, -73.79646911409216 40.6977033073054, -73.7964678136789 40.69769868896696, -73.79646572674326 40.697694362805436, -73.79646239448506 40.69768985163705, -73.79645752210423 40.697685992419096, -73.79645031331415 40.69768356268847)), ((-73.79460904621463 40.697306971419785, -73.79517068425524 40.69706962045612, -73.7963212109863 40.698645122745546, -73.7961375279309 40.698731077654166, -73.79576167202079 40.69888061715079, -73.79460904621463 40.697306971419785)))","SOUTH JAMAICA II","066","QUEENS"
"MULTIPOLYGON (((-73.98341982474903 40.719847120059484, -73.98355744888683 40.71957887613473, -73.98373099500608 40.719631922805064, -73.98359337264095 40.719900166935524, -73.98341982474903 40.719847120059484)))","STANTON STREET","559","MANHATTAN"
"MULTIPOLYGON (((-74.080287934604 40.623292188882175, -74.08002470670803 40.62277971056983, -74.07979925609024 40.62234077524602, -74.07947819750146 40.621715685132884, -74.0807578126051 40.62129062198988, -74.08112953443101 40.62117572397241, -74.08181800837062 40.62094720347744, -74.0826601854014 40.62249954714037, -74.08267119998067 40.622522284569904, -74.08268302548728 40.622548979203295, -74.08269249643591 40.62257254351826, -74.08270149376378 40.62259729776091, -74.0827093830807 40.622621544906295, -74.08271586485711 40.62264391097578, -74.08272177912566 40.62266704829879, -74.08272738789437 40.62269257222088, -74.08273214531629 40.6227187100099, -74.08273612119022 40.62274647199968, -74.08273932922188 40.622778334612136, -74.08274117889464 40.62281272056023, -74.08274100568671 40.622859858435085, -74.0827388904812 40.62289442734056, -74.08273452411922 40.62293302949663, -74.08272842965059 40.62296953558346, -74.08262600769892 40.62351155241334, -74.08119699051532 40.62396601326401, -74.08077713297624 40.62314895520147, -74.080287934604 40.623292188882175)))","STAPLETON","114","STATEN ISLAND"
"MULTIPOLYGON (((-73.97899513089621 40.74077912986028, -73.97917192815144 40.74053884721842, -73.97965242262705 40.740741536424686, -73.97947562775072 40.74098181979753, -73.97944430110108 40.740968605571695, -73.97933748185366 40.74092354488993, -73.97899513089621 40.74077912986028)), ((-73.97955813209316 40.741016623763706, -73.97973492676431 40.740776340265526, -73.98012579949958 40.74094122010115, -73.97994900461633 40.74118150419381, -73.980115464532 40.7412517212802, -73.9801577735696 40.74126956762326, -73.9799782347719 40.741513582978286, -73.97937842595859 40.741260862389346, -73.97955813209316 40.741016623763706)))","STRAUS","153","MANHATTAN"
"MULTIPOLYGON (((-73.94125356652837 40.69840104387005, -73.94086740325449 40.696446820251346, -73.94336779968376 40.69616079800753, -73.94350374250207 40.69683914537557, -73.94205650521518 40.69700470281353, -73.9421763495036 40.69761263069889, -73.94287015179118 40.69753336196337, -73.94300398108058 40.6982011772616, -73.94125356652837 40.69840104387005)), ((-73.93796411490985 40.696773536037185, -73.940575902391 40.69647349368396, -73.94095943439807 40.69844346509068, -73.93861692582104 40.698711325338984, -73.93831071870171 40.69854509902008, -73.93796411490985 40.696773536037185)))","SUMNER","073","BROOKLYN"
"MULTIPOLYGON (((-73.99752370880537 40.57482746035442, -73.99715301100312 40.57288321580065, -73.99733184695506 40.572881877411454, -73.99743415630545 40.57288217511441, -73.99753850510568 40.57288457459401, -73.99759625048432 40.57318743663173, -73.99764861137471 40.573181617625295, -73.99766000092188 40.57324134784931, -73.99766463152864 40.57324083374404, -73.99767601991917 40.57330056396632, -73.99774369697883 40.573293043234095, -73.99775471350827 40.573350821103546, -73.99810689621135 40.57331168524807, -73.99831516485911 40.573288542309406, -73.99857607636156 40.57465037298288, -73.99836078489624 40.57467344875248, -73.99837217533441 40.574733179798244, -73.99794182064223 40.574781000646205, -73.99787770045901 40.574788126229826, -73.99773213827422 40.574804300468855, -73.99752370880537 40.57482746035442)), ((-73.99873157081913 40.57547137478345, -73.99958348056492 40.57537620731335, -73.99991740989428 40.57713973627187, -73.9990663084798 40.57722942742073, -73.99873157081913 40.57547137478345)))","SURFSIDE GARDENS","170","BROOKLYN"
